row_id,text,label_true,label_pred,margin,hien_tuong
9832,Thiệt thòi cho Dương Domic quá. Đồng sáng tác mà ko thèm nhắc tên thằng nhỏ lên luôn. Tính ra 2 đứa sáng tác tính ra ngang công nhau luôn đó trời,2,0,0.7914632321018922,
8845,Nhìn cái mặt Wean tội ghê,1,0,0.7740970850402249,
5190,Negav dễ thương quá tr thành viên cx toàn quái vật luôn z mà tiếc mục đứng cuối 🥹💔 sao vậy tr,2,0,0.7653724659029304,
12927,"Giai thuong cua chuong trinh qua nho be, chi la thuong tuong trung. Con k bang so tien cac thi sinh dau tu cho 1 bai hat. Nhung cai duoc cua CT nay chinh la co hoi cho cac anh trai duoc the hien minh, duoc gioi thieu ban than den rat nhieu khan gia va la be phong tot de co the phat trien va thanh cong.",1,2,0.7361827872640565,
16884,"Chương trình ơi, chiếu tận 4 tiếng để coi các anh trai thực sự rất là đã luôn. Nhưng, quảng cáo mấy giây th mà như dài 4 tiếng v, ko bt mn sao nhưng mình cứ 8-9p là quảng cáo 1 lần, nhiều lúc mất hứng lắm luôn 😢😢",1,0,0.7255519109940094,
4625,"CAP CŨNG QUÁ GIỎI MÀ TOÀN BỊ VÀO VÒNG NGUY HIỂM >.< TIẾC GHÊ, NHẢY ĐÃ VẬY MÀ K DC THI",0,1,0.723580995153168,
8465,Cảm giác chưa sung ta,0,1,0.7087483296570675,
4734,"thứ tui mong chờ ở wean đây rồi😢, tui biết wean qua những bài buồn storytelling này kia nhưng từ đầu chương trình tới giờ k thấy",2,0,0.7008134936582013,
16826,Bài thi si rõ ràng tage và anh duy chỉ làm nền cho Đức phúc và karik thôi,0,2,0.6961476644588058,
14015,Không hiểu sao khi coi cái miệng cứ nhếch lên 😅,1,0,0.69359851941199,
13287,Tập này lắm quảng cáo nhg nguyện xem vì D2t Atus vs Dương,1,0,0.6830842914247797,
5285,"Tiếc cho team Erik quá, 2 bài đều quá đỉnh 🥲 thật sự vòng 1 team HurryKng may mắn thắng vì bài của team Rhyder hơi nhạt nhoà á, chứ team Kng nghe bị mệt 😢",0,1,0.6746937787070822,
10515,Thực sự tui k muốn anh trai nào bị loại luôn í 😢,0,1,0.6680417777798386,
17918,gửi atus đzi xin hãy bình thường,1,2,0.6623241780080755,
3905,"Đoạn ATUS thực ra vẫn có thể hoà=)))) ATUS chơi kiểu 1, 999, 0, 0 là hoà r",2,1,0.6594123637735565,
611,Ê tao mê luôn 30 anh mấy mày ơi 😢 ai bị loại cũng tiếc hết á,2,1,0.6587206878944252,
9244,"Bài ng tình của nắng tệ nhất luôn, thấy mấy team kia nhạc nào cũng hay, phải xem đi xem lại team quân Ap,team hiếu thứ hai-team dương domic",0,2,0.6455245969185226,
18726,Có cảm tình với Dương đêm bài hát về mẹ lên sóng. Mất cảm tình sau mấy lần mấy cái lùm xùm. Khi nào Dương có ekip mới tui sẽ tìm đến Dương.,1,2,0.6431099145008731,
2579,Thấy có 2 bạn nữ đứng kế tlinh mà thấy chương trình có vẻ né với làm mờ óng kính 😂,1,0,0.62447606542519,
2695,CMIYC thắng mọi mặt trận nhưng tại live thì kh =((,0,1,0.6032432990094797,
9610,"Bao lời con chưa nói tuyệt quá,nằm nghe mà nghẹt mũi đến khó thở",0,2,0.5907566153279328,
11889,Ban giám khảo phải con người nữa không vậy??? Nhảy “tởm” thật sự. Coi đoạn nào nổi da gà đoạn đó😨😨,0,2,0.5893722520277461,
5919,Thích team khang nhưng k thich ht2,0,2,0.5846051690486932,
6152,Xem đi xem lại vẫn luỵ quá chưa dứt ra đc lun ❤,0,1,0.5797114370509712,
4422,Ước gì concert anh trai say hi có ở Hà Nội. Mong ban tổ chức ctrinh đọc được 🎉🎉,2,1,0.573965567318083,
11796,"Ôi sao bùn vậy, nhưng mà thôi chỉ là một cuộc thi thôi mà, cuộc đời có muôn vàn cái tuyệt vời nên có thua ở một cuộc thi cũng ko sao",0,1,0.5739399577394602,
6140,ghi tên của hải đăng doo lộn thành quang trung ruii kìa ạ 😢,0,2,0.566979215807208,
11870,Không thể tin đc với kết quả hết sức bất ngờ này 😞😞,0,1,0.5638705098835056,
13786,Hùng huỳnh mất sức quá tội ảnh,1,2,0.5627084284853543,
16099,Ôi tui chờ tlinh mà chờ tới tuần sau luôn. Nhưng thôi còn được nghe Quang Hùng hát cứ như nhai đĩa vậy,0,1,0.5542680908543492,
18909,Phần công bố sẽ dễ hiểu hơn nếu công bố lần lượt thứ tự hạng đội trước và điểm cá nhân sau. Tính như vậy hơi khó hiểu cho người xem.,0,1,0.5422789377044549,
8183,Cắt các giải thưởng để mới xướng Rhyder là á quân thì hợp lý .Nhưng phải chăng đất việt tự mình xóa tất cả mọi kết quả do khán giả trường quay bình chọn trong nhiều tuần .Từ đầu thấy sự né tránh tiếp xúc thì đã hiểu HTH e ngại ai rồi ..,0,1,0.5104119227578903,
17215,"ê tập này tui lại thấy HTH thông minh tinh tế nua nha , mới vô mà đã có kế hoạch mix team sao rồi k lằng nhoằng",2,0,0.5037115667941309,
9180,"""đều là của em"" cảm giác hát giọng gió ko hay lắm ha, ước gì có bản mấy a hát giọng thật 😂",0,1,0.4952865140986803,
16477,29 anh trai đều hay ghét mỗi ali hoàng dương,0,2,0.4910983571192389,
13862,Nhớ nề gips vá😢😢😢,1,2,0.4851725303000616,
6344,Chọn demo cũng không quan trọng lắm quan trọng là có người giỏi sáng tác. Như demo Hào quang xu nhất mà Rhyder viết lại hay nhất,2,1,0.4811259986296894,
18662,Cảnh sợ nhất của mỗi show sống còn là cái cảnh bị loại phải chia tay tốn hết hộp khăn giấy😢,0,1,0.469671849994911,
16635,This is garbage.,0,1,0.452301821179523,
5852,"Song Luân, Atus, Quang Trung mà chung 1 team thì còn gì bằng",2,0,0.4484574741545863,
10716,Đội của Rhyder có vẻ rất kiêu ngạo ở vòng cuối nhỉ😅,1,0,0.44399278810121,
18509,Tập này dài 100 tiếng cũng được :))),2,1,0.4421195923934017,
6657,cái đoạn em như kim phút a là kim giờ đâuuuuu tr ơi😢,1,2,0.43605580266280125,
18814,Chờ đội hth❤❤❤❤,2,0,0.4322784511958495,
1026,Thật sự ko muốn ai loại lun khóc quá trời😭,1,2,0.407034297625714,
4693,*Không thấy vui trong lòng* vì anh chỉ là á quân,0,1,0.4022607886109069,
13883,"Ko biết nnao nma thấy thương Quang Trung quá,ổng cố gắng mà cảm giác cứ ko đc công nhận lắm",2,1,0.3986533393103249,
12673,bị loại tui khóc quá trời 😢,0,2,0.39300848253529297,
17484,Trời ơi. Hết rồi. Tui đang mong chờ...,1,0,0.39082699620419536,
3088,"Ai cũng có nét riêng, cái hay riêng. Mà quân ap nó lu mở, mờ nhạt ghê á",0,2,0.38661176253970736,
10203,"ôi là trời, đúng là thật sự cảm động luôn á mọi người, bất ngờ vì đang vui mà có nốt lặng trong chương trình nhưng mà không phải nốt lặng chết mà là nốt lặng để mình nhớ mẹ nhớ về gia đình., đúng là ý nghĩa ạaa❤️❤️",2,1,0.3819261129708033,
19973,Sao team Atus k đc nhất lạ ghê,0,1,0.38083539263485994,
12974,Bai ngân nga rối quá ❤,0,2,0.38076131432051025,
15489,Có ai tua xem lại phần nhảy với nước của nhóm 10/10 giống mình ko? Cá nhân mình thấy tiết mục này nên đứng hạng 2. Hạng 6 là sóng vỗ vỡ bờ 😢,1,0,0.3761105746321977,
9175,"Phải nói thật sự là các a trai nhảy ,hát ,rap,….quá đỉnh .Nhưng có 1 điều mình không muốn và thấy được sự bất cẩn cho lắmVề phần cách cho điểm của KG cho lắm",1,2,0.3576388606706621,
5259,Vòng này làm mình rất nhiều cảm xúc và rất buồn khi phải chia tay hải đang doo,0,1,0.3570844733127262,
9326,Hông mấy 30 anh trai năm nay tham gia mùa 2 luôn đi chứ em thích mấy anh quá,2,1,0.35401339809130106,
6010,Mọi người chọn rhyder và cation boy đi ạ mình chọn ko đc ròi😢,0,2,0.3236539613588777,
15870,PK rap chay lại kpkg thấy hay hơn stage luôn á 😂,2,1,0.3083907994535553,
11437,Nhìn Quân AP mà tui ngại…,0,2,0.30773402219682644,
10640,nhóm ồn ào 😅,1,0,0.3063428448502828,
10408,"Xem lại nhưng... Phúc đã quen với PAD từ 2015, Phúc không đặt nặng kết quả của bản thân, chỉ thấy quá đau lòng thay PAD mà thôi. Phúc là người giàu tình cảm, dễ xúc động.",1,0,0.2989880299531052,
18442,"Lúc đọc kết quả top 1 top 6 mà t tưởng ông Xìn đọc lộn ngược lun ớ. Tức ói máo. Vì cái chiêu trò tạo drama này của Vieon, tuần sau t sẽ xem Anh trai vượt ngàn chông gai.",0,1,0.2969422792921016,
5238,thấy tội nghiệp atus ln,1,2,0.27957517598992454,
9815,Thật sự tui đã khóc hết nước mắt vì 6 anh trai bị loại,0,2,0.2654020550036476,
6641,Hieu Thu Hai như TT nói không khát vọng top 1 khi solo 1mh thì bài hát có vẻ chill chil và tặng bạn để cảm ơn chứ không cố gắng bung hết bản thân như các bạn khác .nhưng từ đầu CT vào bài nhóm lại làm rất tốt vì tất cả các thành viên trong đội . đến vòng này rồi mh nghe nhạc để thưởng thức và ủng hộ tất cả các bạn trong chương trình,0,1,0.2642675444974138,
435,"Kq tuần vừa rồi lại giống tuần đầu, tuần trc có 10/10 tuần vừa r có catch me if you can hay thi sĩ, ko thể hiểu sao lại chót vs áp chót thôi, có lẽ mình thấy kq lo xứng đáng nhưng ngoài kia cug rất rất nhiều ng có cùng suy nghĩ của mình nhỉ, vì kq đọng lại mn sẽ thấy nhà nhà ai cug CMIYC nó viral ntn nhỉ, ko fai kq ng top 1 ko hay nhưng để ns việc đọng lại ng xem hay xúc cảm thì ko bg 2 đội kia, tượng trưng là tuần nào bài chót cug viral và trending nẹ … thấy hơi bùn thay,",0,1,0.2508258212445543,
6816,Khúc cuối mấy ổng mặc vest này nọ giống hội nghị bán hàng đa cấp dã man😂😂,0,1,0.23486017043967666,
1149,Tuần này HIEUTHUHAI ko có diễn nhma vẫn muốn cmt cổ vũ anh..... HIEUTHUHAI - 03,2,1,0.23057373945124543,
10462,Giống Hàn quốc quá ❤❤❤❤❤❤❤,2,0,0.2301797839576528,
15581,Gu âm nhạc của mình có vấn đề hay sao mà mê bài nào bài đó bét 🥲 Hết 10/10 giờ tới Catch me if you can cũng vậy? Hãy cho tui biết tui khum cô đơn đi?,0,2,0.2205327067737662,
3982,Ê khúc rhyder thấy ổng hát cháy mà sao t nghe tiếng nhỏ xíu z :)))? Còn tiếng nhạc thì to đùng luôn,1,0,0.2082821095270307,
8713,"intro cụa Captainboy hơi dài nhá, nhma vẫn chiến vẫn hiphop, 100 điểmmm",2,1,0.20247283005130065,
12920,"thấy cx xứng đáng mà chê v tr ,2khang ,ht2,gíp,kiều,anh xái nchung ai chê thì chê mấy a làm tốt",2,1,0.20189865666137458,
384,"Phần lời bài 10.10 thô tục quá, ai cho bài này phát hành nhỉ. Chương trình nên xem lại, uổng công trình diễn của 4 anh chàng.",0,1,0.2002015403737882,
4776,Vũ Thịnh nhảy đẹp vậy mà k vào,2,0,0.18090133169983832,
16298,"má sợ luôn đội HTH :))) điểm thấp nhất nma rất biết chi tiêu, mà tiếc cho đội SL á, mất hẳn 500đ",1,0,0.17145948141041045,
18941,"Khóc rất nhiều khi các bạn bị loại, thật sự muốn chương trình ko loại một ai😢",0,1,0.1711699141894427,
2558,"Nhìn ban đầu đã biết thái tử Vieon Quán Quân ời,cũng ko hi vọng gì nhìu",0,2,0.17078251224808239,
1814,Mình thấy là hùng huỳnh thi r 1 rồi thì r2 nên nhường cho thành viên khác tỏa sáng,1,2,0.16961806817314196,
10595,Không thích bài của HIEUTHUHAI lan nay,0,2,0.1631635917197512,
14580,"Tất cả 9 bài đều có cao trào bùng nổ , và kết thúc ấn tượng. Chỉ có 1 bài nó cứ nhàn nhạt sao ý từ đầu đến cuối ! Theo các bạn , các bạn nhận ra bài nào ạ ?",1,2,0.15862649354383035,
10206,Captain chơi game nhìn vào mắt mà cất mắt đi vậy tr,2,0,0.15410558727900825,
4525,Coi lần 2 mới thấy chương trình 4h mà coi ko chan cười muốn banh miệng 😛,2,0,0.1540232667839627,
2493,"Lúc đầu cứ nghĩ mấy anh loi nhoi hài nhạt như mấy ctr khác nhưng thấy mấy bé em khen quá trời, cũng vào thử…chèn ơi, trai đẹp, ctr hoành tráng công phu, xứng đáng 100đ nha…tui xem ko bỏ qua giây nào trừ qc 😍😍😍😍",2,0,0.14522304211229964,
10581,Ryder thì độc đáo.. nôn đến phần Negav xem sao đây,2,0,0.1322804217663406,
345,"Ủa HTH thẳng thắn vậy có gì sai ? Cuộc sống đâu sống vì tình thương hay gì được , nếu mà chọn miễn cưỡng khác gì bố thí cho các anh trai đó không , cmt thì phải suy nghĩ cho mà kĩ vào.",1,0,0.1301381750429837,
2074,Thật dzô nghĩa - Đức Phúc 🥹,0,2,0.12367166306694191,
528,Nghĩ sao chấm Gin cao hơn Vũ Thịnh ?? Mấy con ngựa trong trường quay,0,1,0.10616289788539351,
8226,"ai ai cũng bảo quán quân là Rhyder or Quang Hùng nhưng sự thật bất ngờ đến bật ngửa, vị trí đó đã đc ưu ái cho THÁI TỬ vieon gì gì đó :)",1,2,0.06792254937123025,
9191,"30/06 mới coi tập này, trc đó thấy m.n bức xúc cho nhóm 10/10 mình cũng tò mò ,vì tl oi vài đoạn clip cut thấy nhóm nhảy qt ok , đến nay coi hẳn tập này thì mình hiểu ts nhóm đứng cuối..... Ko phải nhóm dở mà do mấy nhóm kia quá xuất sắc Nhưng theo cá nhân of mình Hạng 6 : nhóm Đức Phúc Hạng 5 : nhóm 10/10 Hạng 4 : nhóm Sóng Vỗ Xô Bờ Hạng 3 : nhóm Don't care Hạng 2 : nhóm Hút Hạng 1 : nhóm No Far ,No star",1,0,0.06502497778572258,
1187,"Có ai như mình, xem công bố kết quả mà khóc cạn nước mắt k. Huhu😢😢",2,0,0.06366085792574122,
11784,Chương trình này thấy ai top 1 là bị tế 😅😂😂,1,0,0.059467166042179054,
12249,wean ít nói v trời mà lên sóng cũng ít nữa,1,0,0.0582010147129689,
13299,"tui đang tự hỏi game vòng cuối. Nếu luật như vậy thì chỉ cần đặt từ đầu 1000đ thì chỉ từ hoà tới thắng, xác định ngay round 1 rồi. Đặt 0đ nghe đã vô lý rồi. Vì trong những trò đặt cược(bet) thì mình phải bỏ vốn ra thì mới gọi là bet, còn không bỏ vốn thì gọi là bỏ cuộc ở round đó rồi. Luật chương trình vô lý vãi. Game kiểu này có trong 1 bộ phim Alice in Borderland mọi người có thể tham khảo",0,1,0.057768699538935264,
3891,"thương team của rhyder quá, thức mấy đêm trông ai cũng uể oải",2,1,0.0527471087192079,
12281,Coi xong tập này hiểu hơn về các ảnh❤😢,2,1,0.04913218631905336,
19133,coi 5 tiếng mà tôi vẫn thấy nó it,1,2,0.04736004658752818,
8104,Cũng là balad nma concept của team Hào Quang khác bọt hẳn với style sến rện của ĐP,1,0,0.046078589542600024,
19901,Hóng Kim phút kim giờ quớ🎉,2,0,0.04545073860408319,
9954,No far no star xem xúc động thật sự,2,0,0.04246783721997488,
1028,Negav ích kỷ giành kêu gọi bình chọn cho mình tới hết giờ lun..tội mấy a chung nhóm.,0,1,0.03780693445442468,
6247,Thấy tiếc cho nhóm 10/10 ghê í mình thấy ít nhất phải trong top 3,1,0,0.03234501704583037,
910,Huhu sao Dương domic lượt vote thấp v. Xem vì Dương,0,1,0.014964522131185043,
15163,Ráp thì hay rồi í . Mà chữ hát nếu tui ko đọc phần hiển thị chữ tui nghe ko kịp chữ,1,0,0.00628726848797545,
1104,Nếu có người nên đi về thì là Erik Cảm giác mọi người đều xứng đáng trừ Erik,0,1,0.0027535427645076216,
