row_id,text,label_true,label_pred,margin,hien_tuong,ghi_chu
2195,Cap sao lại bỏ Rhy😢😢,2,0,1.0702310966386546,thuong_cam_tiec_nuoi,tiếc khi thí sinh không được chọn
17652,Không hiểu sao ngáo ngơ thứ 4. Mặc dù đang top 1 trending 😁,1,0,1.0562641461069504,phu_dinh,"""không hiểu sao"" là thắc mắc về thứ hạng"
3320,"Trời ơi, ông Hùng Huỳnh kinh khủng vậy",0,2,1.0495583882135264,nhan_goc_dang_ngo,"""kinh khủng"" trong khẩu ngữ fan thường là khen"
14026,"Ủa alo, Ngáo Ngơ 4, Regret 5. Lộn hả khán giả ơi 🥹 top 1 trending không đó",2,0,1.0489571772724309,ngu_canh_chuong_trinh,phải biết thứ hạng và tên bài mới hiểu đây là bênh vực
463,"T coi chương trình này xong, t k uống boncha luôn ám ảnh 😂😂",1,0,1.0477673226162838,ngu_canh_chuong_trinh,"đùa về nhãn hàng tài trợ, cần bối cảnh quảng cáo"
16100,"7/5/2025 ùii, xem đi xem lại 7-8 lần mà k thấy chán, kỉ niệm đáng nhớ quá đii",2,0,1.047355679372692,phu_dinh,"""k thấy chán"" là khen qua phủ định"
12244,giá mà k có đoạn lên gió của song tú ở đoạn đầu. thì thật sự bài này quá tuyệt vời,1,2,1.043148297465449,vua_khen_vua_che,"giả định ""giá mà không có"" rồi khen phần còn lại"
1641,dương domic tội quá,0,1,1.042440186379864,thuong_cam_tiec_nuoi,"""tội quá"" là thương cảm với thí sinh"
2238,Tiếc cho team của Captain ghê,0,1,0.9878317956919148,thuong_cam_tiec_nuoi,"""tiếc cho team"" là đồng cảm, không chê ai"
16873,Trả Nicky lại đi 😢,2,0,0.9612638071844152,thuong_cam_tiec_nuoi,tiếc vì thí sinh rời chương trình
2435,atus anh nay né camera nhiều quá nha,1,2,0.9393387955815378,ten_rieng_va_emoji,chỉ còn tên riêng và mô tả; tên là đặc trưng tích cực
14311,Nhìn Quân AP lấy thân đập bóng mà đau giùm,1,2,0.918236621050075,thuong_cam_tiec_nuoi,"""đau giùm"" là xót cho thí sinh"
13296,Trời oie tiếc captain quá.. nhảy phê quá,2,0,0.9050799833686534,thuong_cam_tiec_nuoi,tiếc nuối đi kèm lời khen phần nhảy
468,Trân thành dẫn chương trình.duyên . và khéo quá.không chê điển nào,2,0,0.8872448725673839,phu_dinh,"""không chê điểm nào"" là khen qua phủ định"
8299,Chết tôi đánh đòn tâm lí mạnh quá,1,2,0.884025282577717,ngu_canh_chuong_trinh,"nói về tình huống trong tập, không có từ cảm xúc rõ"
12549,"Ngáo ngơ bài hát bị bỏ lai cuối cùng, nhưng mà sẽ là bài đứng top 1 mới ghe😂😂",2,0,0.8793445477195718,ngu_canh_chuong_trinh,"dự đoán bài sẽ lên top, cần biết tên bài"
2437,"ATUS nói đúng, ảnh chỉ đứng hát",0,2,0.8655490087698479,ngu_canh_chuong_trinh,"""chỉ đứng hát"" là chê, phải hiểu bối cảnh trình diễn"
18806,Tiếc cho Rhyder và Quang Hùng tht nma chúc mừng HTH nha,1,2,0.8450855941480595,vua_khen_vua_che,tiếc cho hai thí sinh nhưng chúc mừng người thắng
6036,Tội a tú voi ve coi lai chac hoi han,2,0,0.841507955094454,khong_dau,phần lớn câu viết không dấu
16656,Sao A tết cứ vô vòng loại thế kia 😂😂😂. Chẳng lẽ như nhi nhà bè sao 😅😅😅,1,0,0.8283733971857838,ngu_canh_chuong_trinh,đùa về việc thí sinh hay vào vòng loại
15891,Hiếu thẳng thắn v là biết tính hơi bị chịu thiệt rồi đó. Làm trong ngành này mà đc như vậy thì phải trân trọn Hiếu,2,0,0.8271468270356289,ngu_canh_chuong_trinh,"""chịu thiệt"" nghe tiêu cực nhưng là khen tính cách"
3967,Team erit đẹp mà giọng hát vòng 2 chưa hút,1,2,0.8223091154759775,vua_khen_vua_che,"khen ngoại hình, chê phần hát"
7276,"Thực chất phần cuối, đằng sau nước mắt của các anh trai là biển rộng😢, nhiều khi khán giả thiên vị, chỉ tính phần đẹp trai mà không nghe hát. Các anh em ở lại sẽ vui sao? Không, các anh em vẫn sẽ rất buồn vì cảm giác tấn công vào cảm xúc của mình chính là thứ buồn bã trong cuộc đời nổi tiếng của các anh trai🥺😢😭😞",0,1,0.8171259123828838,ngu_canh_chuong_trinh,"phê bình cách bình chọn của khán giả, câu dài nhiều ý"
4951,vòng này dance +1 respect cho Vũ Thịnh dù mình k thích anh lắm,1,0,0.8146295927282656,vua_khen_vua_che,khen phần nhảy dù không thích thí sinh
4271,25:02 khi có thằng bạn dám tấu hề và thằng bạn dám diễn🤣 HTH kiểu: bất lực với mấy cha nội này đang đau mà xem cừi suýt rách chỉ khâu,2,0,0.8110278583535788,teencode_ngoai_tu_dien,"""tấu hề"", ""cừi"", ""cha nội"" là khẩu ngữ mạng"
9832,Thiệt thòi cho Dương Domic quá. Đồng sáng tác mà ko thèm nhắc tên thằng nhỏ lên luôn. Tính ra 2 đứa sáng tác tính ra ngang công nhau luôn đó trời,2,0,0.7914632321018922,thuong_cam_tiec_nuoi,"""thiệt thòi"" là bênh vực thí sinh"
8845,Nhìn cái mặt Wean tội ghê,1,0,0.7740970850402249,thuong_cam_tiec_nuoi,"""tội ghê"" là thương cảm"
5190,Negav dễ thương quá tr thành viên cx toàn quái vật luôn z mà tiếc mục đứng cuối 🥹💔 sao vậy tr,2,0,0.7653724659029304,thuong_cam_tiec_nuoi,khen thí sinh rồi tiếc cho thứ hạng
12927,"Giai thuong cua chuong trinh qua nho be, chi la thuong tuong trung. Con k bang so tien cac thi sinh dau tu cho 1 bai hat. Nhung cai duoc cua CT nay chinh la co hoi cho cac anh trai duoc the hien minh, duoc gioi thieu ban than den rat nhieu khan gia va la be phong tot de co the phat trien va thanh cong.",1,2,0.7361827872640565,khong_dau,toàn bộ bình luận viết không dấu
16884,"Chương trình ơi, chiếu tận 4 tiếng để coi các anh trai thực sự rất là đã luôn. Nhưng, quảng cáo mấy giây th mà như dài 4 tiếng v, ko bt mn sao nhưng mình cứ 8-9p là quảng cáo 1 lần, nhiều lúc mất hứng lắm luôn 😢😢",1,0,0.7255519109940094,vua_khen_vua_che,"khen thời lượng, chê quảng cáo"
4625,"CAP CŨNG QUÁ GIỎI MÀ TOÀN BỊ VÀO VÒNG NGUY HIỂM >.< TIẾC GHÊ, NHẢY ĐÃ VẬY MÀ K DC THI",0,1,0.723580995153168,thuong_cam_tiec_nuoi,"khen rồi tiếc, viết hoa toàn bộ"
8465,Cảm giác chưa sung ta,0,1,0.7087483296570675,phu_dinh,"""chưa sung"" là chê nhẹ qua phủ định"
4734,"thứ tui mong chờ ở wean đây rồi😢, tui biết wean qua những bài buồn storytelling này kia nhưng từ đầu chương trình tới giờ k thấy",2,0,0.7008134936582013,phu_dinh,"""k thấy"" ở cuối câu đảo nghĩa cả câu"
16826,Bài thi si rõ ràng tage và anh duy chỉ làm nền cho Đức phúc và karik thôi,0,2,0.6961476644588058,ngu_canh_chuong_trinh,"""chỉ làm nền"" là chê cách phân vai trong bài"
14015,Không hiểu sao khi coi cái miệng cứ nhếch lên 😅,1,0,0.69359851941199,phu_dinh,"""không hiểu sao"" mở đầu một câu thích thú"
13287,Tập này lắm quảng cáo nhg nguyện xem vì D2t Atus vs Dương,1,0,0.6830842914247797,vua_khen_vua_che,chê quảng cáo nhưng vẫn xem vì thí sinh
5285,"Tiếc cho team Erik quá, 2 bài đều quá đỉnh 🥲 thật sự vòng 1 team HurryKng may mắn thắng vì bài của team Rhyder hơi nhạt nhoà á, chứ team Kng nghe bị mệt 😢",0,1,0.6746937787070822,vua_khen_vua_che,"khen hai bài, chê bài khác nhạt nhòa"
10515,Thực sự tui k muốn anh trai nào bị loại luôn í 😢,0,1,0.6680417777798386,thuong_cam_tiec_nuoi,"không muốn ai bị loại, thái độ đồng cảm"
17918,gửi atus đzi xin hãy bình thường,1,2,0.6623241780080755,teencode_ngoai_tu_dien,"""đzi"" là biến thể viết ngoài từ điển"
3905,"Đoạn ATUS thực ra vẫn có thể hoà=)))) ATUS chơi kiểu 1, 999, 0, 0 là hoà r",2,1,0.6594123637735565,ngu_canh_chuong_trinh,bàn về luật đặt cược của trò chơi trong tập
611,Ê tao mê luôn 30 anh mấy mày ơi 😢 ai bị loại cũng tiếc hết á,2,1,0.6587206878944252,thuong_cam_tiec_nuoi,mê cả 30 thí sinh và tiếc cho người bị loại
9244,"Bài ng tình của nắng tệ nhất luôn, thấy mấy team kia nhạc nào cũng hay, phải xem đi xem lại team quân Ap,team hiếu thứ hai-team dương domic",0,2,0.6455245969185226,vua_khen_vua_che,"chê một bài, khen các đội còn lại"
18726,Có cảm tình với Dương đêm bài hát về mẹ lên sóng. Mất cảm tình sau mấy lần mấy cái lùm xùm. Khi nào Dương có ekip mới tui sẽ tìm đến Dương.,1,2,0.6431099145008731,vua_khen_vua_che,có cảm tình rồi mất cảm tình trong cùng bình luận
2579,Thấy có 2 bạn nữ đứng kế tlinh mà thấy chương trình có vẻ né với làm mờ óng kính 😂,1,0,0.62447606542519,ngu_canh_chuong_trinh,"nhận xét về góc quay, cần bối cảnh trường quay"
2695,CMIYC thắng mọi mặt trận nhưng tại live thì kh =((,0,1,0.6032432990094797,ten_rieng_va_emoji,"tên bài viết tắt và mặt cười buồn ""=(("" bị xóa"
9610,"Bao lời con chưa nói tuyệt quá,nằm nghe mà nghẹt mũi đến khó thở",0,2,0.5907566153279328,nhan_goc_dang_ngo,"""tuyệt quá"" là khen, nhãn gốc ghi tiêu cực"
11889,Ban giám khảo phải con người nữa không vậy??? Nhảy “tởm” thật sự. Coi đoạn nào nổi da gà đoạn đó😨😨,0,2,0.5893722520277461,vua_khen_vua_che,"chê ban giám khảo, khen phần nhảy bằng từ ngược nghĩa"
5919,Thích team khang nhưng k thich ht2,0,2,0.5846051690486932,vua_khen_vua_che,"thích đội này, không thích đội kia"
6152,Xem đi xem lại vẫn luỵ quá chưa dứt ra đc lun ❤,0,1,0.5797114370509712,nhan_goc_dang_ngo,"""luỵ"" trong khẩu ngữ fan là mê, nhãn gốc ghi tiêu cực"
4422,Ước gì concert anh trai say hi có ở Hà Nội. Mong ban tổ chức ctrinh đọc được 🎉🎉,2,1,0.573965567318083,ngu_canh_chuong_trinh,"mong concert về Hà Nội, là ủng hộ chứ không phải chê"
11796,"Ôi sao bùn vậy, nhưng mà thôi chỉ là một cuộc thi thôi mà, cuộc đời có muôn vàn cái tuyệt vời nên có thua ở một cuộc thi cũng ko sao",0,1,0.5739399577394602,thuong_cam_tiec_nuoi,"buồn rồi tự an ủi, thái độ chia sẻ"
6140,ghi tên của hải đăng doo lộn thành quang trung ruii kìa ạ 😢,0,2,0.566979215807208,ngu_canh_chuong_trinh,"báo lỗi ghi nhầm tên, không có từ chê"
11870,Không thể tin đc với kết quả hết sức bất ngờ này 😞😞,0,1,0.5638705098835056,phu_dinh,"""không thể tin"" là bất bình với kết quả"
13786,Hùng huỳnh mất sức quá tội ảnh,1,2,0.5627084284853543,thuong_cam_tiec_nuoi,"""tội ảnh"" là xót cho thí sinh"
16099,Ôi tui chờ tlinh mà chờ tới tuần sau luôn. Nhưng thôi còn được nghe Quang Hùng hát cứ như nhai đĩa vậy,0,1,0.5542680908543492,ngu_canh_chuong_trinh,"""hát như nhai đĩa"" là chê bằng ví von"
18909,Phần công bố sẽ dễ hiểu hơn nếu công bố lần lượt thứ tự hạng đội trước và điểm cá nhân sau. Tính như vậy hơi khó hiểu cho người xem.,0,1,0.5422789377044549,ngu_canh_chuong_trinh,"góp ý cách công bố kết quả, chê nhẹ không dùng từ mạnh"
8183,Cắt các giải thưởng để mới xướng Rhyder là á quân thì hợp lý .Nhưng phải chăng đất việt tự mình xóa tất cả mọi kết quả do khán giả trường quay bình chọn trong nhiều tuần .Từ đầu thấy sự né tránh tiếp xúc thì đã hiểu HTH e ngại ai rồi ..,0,1,0.5104119227578903,ngu_canh_chuong_trinh,"nghi ngờ khâu tổ chức, cần biết diễn biến nhiều tuần"
17215,"ê tập này tui lại thấy HTH thông minh tinh tế nua nha , mới vô mà đã có kế hoạch mix team sao rồi k lằng nhoằng",2,0,0.5037115667941309,nhan_goc_dang_ngo,"khen thí sinh thông minh tinh tế, nhãn gốc ghi tiêu cực"
9180,"""đều là của em"" cảm giác hát giọng gió ko hay lắm ha, ước gì có bản mấy a hát giọng thật 😂",0,1,0.4952865140986803,phu_dinh,"""ko hay lắm"" là chê qua phủ định"
16477,29 anh trai đều hay ghét mỗi ali hoàng dương,0,2,0.4910983571192389,vua_khen_vua_che,"khen 29 người, ghét một người"
13862,Nhớ nề gips vá😢😢😢,1,2,0.4851725303000616,teencode_ngoai_tu_dien,tên thí sinh bị viết sai lệch hoàn toàn
6344,Chọn demo cũng không quan trọng lắm quan trọng là có người giỏi sáng tác. Như demo Hào quang xu nhất mà Rhyder viết lại hay nhất,2,1,0.4811259986296894,ngu_canh_chuong_trinh,"so sánh bản demo và bản viết lại, cần bối cảnh"
18662,Cảnh sợ nhất của mỗi show sống còn là cái cảnh bị loại phải chia tay tốn hết hộp khăn giấy😢,0,1,0.469671849994911,thuong_cam_tiec_nuoi,"nói về cảnh chia tay, thái độ xúc động"
16635,This is garbage.,0,1,0.452301821179523,khac,"bình luận tiếng Anh, ngoài phạm vi tiền xử lý tiếng Việt"
5852,"Song Luân, Atus, Quang Trung mà chung 1 team thì còn gì bằng",2,0,0.4484574741545863,ngu_canh_chuong_trinh,"""còn gì bằng"" là khen bằng thành ngữ"
10716,Đội của Rhyder có vẻ rất kiêu ngạo ở vòng cuối nhỉ😅,1,0,0.44399278810121,nhan_goc_dang_ngo,"""kiêu ngạo"" là chê, nhãn gốc ghi trung tính"
18509,Tập này dài 100 tiếng cũng được :))),2,1,0.4421195923934017,ngu_canh_chuong_trinh,"nói quá ""dài 100 tiếng"" để khen"
6657,cái đoạn em như kim phút a là kim giờ đâuuuuu tr ơi😢,1,2,0.4360558026628012,ngu_canh_chuong_trinh,"trích lời bài hát, không phải nhận xét"
18814,Chờ đội hth❤❤❤❤,2,0,0.4322784511958495,ten_rieng_va_emoji,"chỉ còn ""chờ đội hth"" sau khi xóa bốn trái tim"
1026,Thật sự ko muốn ai loại lun khóc quá trời😭,1,2,0.407034297625714,thuong_cam_tiec_nuoi,khóc vì không muốn ai bị loại
4693,*Không thấy vui trong lòng* vì anh chỉ là á quân,0,1,0.4022607886109069,phu_dinh,"""không thấy vui"" là thất vọng với kết quả"
13883,"Ko biết nnao nma thấy thương Quang Trung quá,ổng cố gắng mà cảm giác cứ ko đc công nhận lắm",2,1,0.3986533393103249,thuong_cam_tiec_nuoi,thương thí sinh chưa được công nhận
12673,bị loại tui khóc quá trời 😢,0,2,0.3930084825352929,thuong_cam_tiec_nuoi,khóc vì thí sinh bị loại
17484,Trời ơi. Hết rồi. Tui đang mong chờ...,1,0,0.3908269962041953,ten_rieng_va_emoji,"câu cụt, cảm xúc nằm ở dấu ba chấm và ngữ điệu"
3088,"Ai cũng có nét riêng, cái hay riêng. Mà quân ap nó lu mở, mờ nhạt ghê á",0,2,0.3866117625397073,vua_khen_vua_che,khen tất cả rồi chê riêng một người
10203,"ôi là trời, đúng là thật sự cảm động luôn á mọi người, bất ngờ vì đang vui mà có nốt lặng trong chương trình nhưng mà không phải nốt lặng chết mà là nốt lặng để mình nhớ mẹ nhớ về gia đình., đúng là ý nghĩa ạaa❤️❤️",2,1,0.3819261129708033,thuong_cam_tiec_nuoi,xúc động vì tiết mục nhắc tới mẹ và gia đình
19973,Sao team Atus k đc nhất lạ ghê,0,1,0.3808353926348599,phu_dinh,"""k đc nhất"" là thắc mắc kèm chê kết quả"
12974,Bai ngân nga rối quá ❤,0,2,0.3807613143205102,ngu_canh_chuong_trinh,"tên bài lấn át từ chê ""rối quá"""
15489,Có ai tua xem lại phần nhảy với nước của nhóm 10/10 giống mình ko? Cá nhân mình thấy tiết mục này nên đứng hạng 2. Hạng 6 là sóng vỗ vỡ bờ 😢,1,0,0.3761105746321977,ngu_canh_chuong_trinh,"bàn về thứ hạng nên có, cần biết kết quả"
9175,"Phải nói thật sự là các a trai nhảy ,hát ,rap,….quá đỉnh .Nhưng có 1 điều mình không muốn và thấy được sự bất cẩn cho lắmVề phần cách cho điểm của KG cho lắm",1,2,0.3576388606706621,vua_khen_vua_che,"khen phần trình diễn, chê cách chấm điểm"
5259,Vòng này làm mình rất nhiều cảm xúc và rất buồn khi phải chia tay hải đang doo,0,1,0.3570844733127262,thuong_cam_tiec_nuoi,buồn khi chia tay thí sinh
9326,Hông mấy 30 anh trai năm nay tham gia mùa 2 luôn đi chứ em thích mấy anh quá,2,1,0.354013398091301,teencode_ngoai_tu_dien,"""Hông"" mở đầu câu là khẩu ngữ, không phải phủ định"
6010,Mọi người chọn rhyder và cation boy đi ạ mình chọn ko đc ròi😢,0,2,0.3236539613588777,ngu_canh_chuong_trinh,kêu gọi bình chọn kèm bực bội vì không chọn được
15870,PK rap chay lại kpkg thấy hay hơn stage luôn á 😂,2,1,0.3083907994535553,teencode_ngoai_tu_dien,"""PK"", ""kpkg"" là viết tắt tên bài và tên thí sinh"
11437,Nhìn Quân AP mà tui ngại…,0,2,0.3077340221968264,ten_rieng_va_emoji,"chỉ còn tên riêng và một từ ""ngại"" hiếm gặp"
10640,nhóm ồn ào 😅,1,0,0.3063428448502828,ten_rieng_va_emoji,"ba từ, cảm xúc nằm ở emoji đã bị xóa"
10408,"Xem lại nhưng... Phúc đã quen với PAD từ 2015, Phúc không đặt nặng kết quả của bản thân, chỉ thấy quá đau lòng thay PAD mà thôi. Phúc là người giàu tình cảm, dễ xúc động.",1,0,0.2989880299531052,thuong_cam_tiec_nuoi,"""đau lòng thay"" là đồng cảm với thí sinh khác"
18442,"Lúc đọc kết quả top 1 top 6 mà t tưởng ông Xìn đọc lộn ngược lun ớ. Tức ói máo. Vì cái chiêu trò tạo drama này của Vieon, tuần sau t sẽ xem Anh trai vượt ngàn chông gai.",0,1,0.2969422792921016,teencode_ngoai_tu_dien,"""tức ói máo"", ""ông Xìn"" là khẩu ngữ mạng"
5238,thấy tội nghiệp atus ln,1,2,0.2795751759899245,thuong_cam_tiec_nuoi,"""tội nghiệp"" là thương cảm"
9815,Thật sự tui đã khóc hết nước mắt vì 6 anh trai bị loại,0,2,0.2654020550036476,thuong_cam_tiec_nuoi,khóc vì sáu thí sinh bị loại
6641,Hieu Thu Hai như TT nói không khát vọng top 1 khi solo 1mh thì bài hát có vẻ chill chil và tặng bạn để cảm ơn chứ không cố gắng bung hết bản thân như các bạn khác .nhưng từ đầu CT vào bài nhóm lại làm rất tốt vì tất cả các thành viên trong đội . đến vòng này rồi mh nghe nhạc để thưởng thức và ủng hộ tất cả các bạn trong chương trình,0,1,0.2642675444974138,ngu_canh_chuong_trinh,"phân tích cách chọn bài, cần theo dõi cả chương trình"
435,"Kq tuần vừa rồi lại giống tuần đầu, tuần trc có 10/10 tuần vừa r có catch me if you can hay thi sĩ, ko thể hiểu sao lại chót vs áp chót thôi, có lẽ mình thấy kq lo xứng đáng nhưng ngoài kia cug rất rất nhiều ng có cùng suy nghĩ của mình nhỉ, vì kq đọng lại mn sẽ thấy nhà nhà ai cug CMIYC nó viral ntn nhỉ, ko fai kq ng top 1 ko hay nhưng để ns việc đọng lại ng xem hay xúc cảm thì ko bg 2 đội kia, tượng trưng là tuần nào bài chót cug viral và trending nẹ … thấy hơi bùn thay,",0,1,0.2508258212445543,ngu_canh_chuong_trinh,"so sánh kết quả nhiều tuần, câu dài nhiều mệnh đề"
6816,Khúc cuối mấy ổng mặc vest này nọ giống hội nghị bán hàng đa cấp dã man😂😂,0,1,0.2348601704396766,cham_biem,ví von mỉa mai với hội nghị bán hàng đa cấp
1149,Tuần này HIEUTHUHAI ko có diễn nhma vẫn muốn cmt cổ vũ anh..... HIEUTHUHAI - 03,2,1,0.2305737394512454,phu_dinh,"""ko có diễn nhưng vẫn cổ vũ"" là ủng hộ"
10462,Giống Hàn quốc quá ❤❤❤❤❤❤❤,2,0,0.2301797839576528,nhan_goc_dang_ngo,so sánh với Hàn Quốc kèm trái tim là khen
15581,Gu âm nhạc của mình có vấn đề hay sao mà mê bài nào bài đó bét 🥲 Hết 10/10 giờ tới Catch me if you can cũng vậy? Hãy cho tui biết tui khum cô đơn đi?,0,2,0.2205327067737662,cham_biem,tự trào về gu nhạc để nói bài hay mà thứ hạng thấp
3982,Ê khúc rhyder thấy ổng hát cháy mà sao t nghe tiếng nhỏ xíu z :)))? Còn tiếng nhạc thì to đùng luôn,1,0,0.2082821095270307,vua_khen_vua_che,"khen phần hát, chê khâu âm thanh"
8713,"intro cụa Captainboy hơi dài nhá, nhma vẫn chiến vẫn hiphop, 100 điểmmm",2,1,0.2024728300513006,vua_khen_vua_che,"chê intro dài, khen phần còn lại 100 điểm"
12920,"thấy cx xứng đáng mà chê v tr ,2khang ,ht2,gíp,kiều,anh xái nchung ai chê thì chê mấy a làm tốt",2,1,0.2018986566613745,teencode_ngoai_tu_dien,"""cx"", ""nchung"", tên thí sinh viết tắt"
384,"Phần lời bài 10.10 thô tục quá, ai cho bài này phát hành nhỉ. Chương trình nên xem lại, uổng công trình diễn của 4 anh chàng.",0,1,0.2002015403737882,ngu_canh_chuong_trinh,"chê lời bài hát, đề nghị chương trình xem lại"
4776,Vũ Thịnh nhảy đẹp vậy mà k vào,2,0,0.1809013316998383,phu_dinh,"""k vào"" là tiếc cho thí sinh nhảy đẹp"
16298,"má sợ luôn đội HTH :))) điểm thấp nhất nma rất biết chi tiêu, mà tiếc cho đội SL á, mất hẳn 500đ",1,0,0.1714594814104104,ngu_canh_chuong_trinh,bàn về số điểm đặt cược trong trò chơi
18941,"Khóc rất nhiều khi các bạn bị loại, thật sự muốn chương trình ko loại một ai😢",0,1,0.1711699141894427,thuong_cam_tiec_nuoi,khóc và mong không ai bị loại
2558,"Nhìn ban đầu đã biết thái tử Vieon Quán Quân ời,cũng ko hi vọng gì nhìu",0,2,0.1707825122480823,cham_biem,"""thái tử Vieon"" là mỉa mai về kết quả"
1814,Mình thấy là hùng huỳnh thi r 1 rồi thì r2 nên nhường cho thành viên khác tỏa sáng,1,2,0.1696180681731419,ngu_canh_chuong_trinh,góp ý về việc chia lượt thi trong đội
10595,Không thích bài của HIEUTHUHAI lan nay,0,2,0.1631635917197512,ten_rieng_va_emoji,"có ""không thích"" nhưng tên thí sinh lấn át thành tích cực"
14580,"Tất cả 9 bài đều có cao trào bùng nổ , và kết thúc ấn tượng. Chỉ có 1 bài nó cứ nhàn nhạt sao ý từ đầu đến cuối ! Theo các bạn , các bạn nhận ra bài nào ạ ?",1,2,0.1586264935438303,vua_khen_vua_che,"khen tám bài, chê một bài nhạt"
10206,Captain chơi game nhìn vào mắt mà cất mắt đi vậy tr,2,0,0.1541055872790082,ngu_canh_chuong_trinh,"kể lại trò chơi trong tập, không có từ cảm xúc"
4525,Coi lần 2 mới thấy chương trình 4h mà coi ko chan cười muốn banh miệng 😛,2,0,0.1540232667839627,phu_dinh,"""ko chan"" là không chán, viết thiếu dấu"
2493,"Lúc đầu cứ nghĩ mấy anh loi nhoi hài nhạt như mấy ctr khác nhưng thấy mấy bé em khen quá trời, cũng vào thử…chèn ơi, trai đẹp, ctr hoành tráng công phu, xứng đáng 100đ nha…tui xem ko bỏ qua giây nào trừ qc 😍😍😍😍",2,0,0.1452230421122996,vua_khen_vua_che,chê ấn tượng ban đầu rồi khen sau khi xem
